#    time(ps)      <J(t,x=L)>        rms        <phi(t,x=L)>       rms  
   0.159300E+03   0.136529E+04   0.390358E+02   0.793783E+05   0.193779E+04
   0.159400E+03   0.136532E+04   0.390343E+02   0.793803E+05   0.193781E+04
   0.159500E+03   0.136534E+04   0.390366E+02   0.793823E+05   0.193782E+04
   0.159600E+03   0.136537E+04   0.390380E+02   0.793842E+05   0.193784E+04
   0.159700E+03   0.136539E+04   0.390376E+02   0.793862E+05   0.193786E+04
   0.159800E+03   0.136541E+04   0.390388E+02   0.793881E+05   0.193787E+04
   0.159900E+03   0.136543E+04   0.390408E+02   0.793901E+05   0.193790E+04
   0.160000E+03   0.136546E+04   0.390406E+02   0.793920E+05   0.193793E+04
   0.160100E+03   0.136548E+04   0.390420E+02   0.793939E+05   0.193793E+04
   0.160200E+03   0.136550E+04   0.390422E+02   0.793958E+05   0.193795E+04
   0.160300E+03   0.136553E+04   0.390446E+02   0.793978E+05   0.193796E+04
   0.160400E+03   0.136555E+04   0.390448E+02   0.793997E+05   0.193799E+04
   0.160500E+03   0.136558E+04   0.390462E+02   0.794016E+05   0.193799E+04
   0.160600E+03   0.136560E+04   0.390484E+02   0.794035E+05   0.193800E+04
   0.160700E+03   0.136562E+04   0.390466E+02   0.794054E+05   0.193802E+04
   0.160800E+03   0.136564E+04   0.390500E+02   0.794072E+05   0.193805E+04
   0.160900E+03   0.136567E+04   0.390489E+02   0.794091E+05   0.193807E+04
   0.161000E+03   0.136569E+04   0.390512E+02   0.794110E+05   0.193808E+04
   0.161100E+03   0.136571E+04   0.390526E+02   0.794128E+05   0.193811E+04
   0.161200E+03   0.136573E+04   0.390520E+02   0.794147E+05   0.193812E+04
   0.161300E+03   0.136576E+04   0.390564E+02   0.794166E+05   0.193814E+04
   0.161400E+03   0.136578E+04   0.390560E+02   0.794184E+05   0.193814E+04
   0.161500E+03   0.136580E+04   0.390570E+02   0.794202E+05   0.193817E+04
   0.161600E+03   0.136582E+04   0.390572E+02   0.794221E+05   0.193818E+04
   0.161700E+03   0.136584E+04   0.390574E+02   0.794239E+05   0.193821E+04
   0.161800E+03   0.136587E+04   0.390592E+02   0.794257E+05   0.193823E+04
   0.161900E+03   0.136589E+04   0.390587E+02   0.794275E+05   0.193824E+04
   0.162000E+03   0.136591E+04   0.390623E+02   0.794293E+05   0.193824E+04
   0.162100E+03   0.136593E+04   0.390603E+02   0.794311E+05   0.193827E+04
   0.162200E+03   0.136595E+04   0.390632E+02   0.794329E+05   0.193829E+04
   0.162300E+03   0.136598E+04   0.390651E+02   0.794347E+05   0.193830E+04
   0.162400E+03   0.136600E+04   0.390658E+02   0.794364E+05   0.193832E+04
   0.162500E+03   0.136602E+04   0.390664E+02   0.794382E+05   0.193833E+04
   0.162600E+03   0.136604E+04   0.390665E+02   0.794400E+05   0.193836E+04
   0.162700E+03   0.136606E+04   0.390686E+02   0.794417E+05   0.193836E+04
   0.162800E+03   0.136608E+04   0.390688E+02   0.794435E+05   0.193838E+04
   0.162900E+03   0.136611E+04   0.390711E+02   0.794452E+05   0.193840E+04
   0.163000E+03   0.136613E+04   0.390701E+02   0.794470E+05   0.193843E+04
   0.163100E+03   0.136615E+04   0.390717E+02   0.794487E+05   0.193844E+04
   0.163200E+03   0.136617E+04   0.390736E+02   0.794504E+05   0.193847E+04
   0.163300E+03   0.136619E+04   0.390734E+02   0.794521E+05   0.193848E+04
   0.163400E+03   0.136621E+04   0.390728E+02   0.794539E+05   0.193850E+04
   0.163500E+03   0.136623E+04   0.390759E+02   0.794556E+05   0.193852E+04
   0.163600E+03   0.136625E+04   0.390770E+02   0.794573E+05   0.193852E+04
   0.163700E+03   0.136627E+04   0.390780E+02   0.794590E+05   0.193854E+04
   0.163800E+03   0.136629E+04   0.390789E+02   0.794607E+05   0.193856E+04
   0.163900E+03   0.136631E+04   0.390786E+02   0.794623E+05   0.193857E+04
   0.164000E+03   0.136633E+04   0.390794E+02   0.794640E+05   0.193861E+04
   0.164100E+03   0.136635E+04   0.390807E+02   0.794657E+05   0.193862E+04
   0.164200E+03   0.136637E+04   0.390836E+02   0.794674E+05   0.193864E+04
   0.164300E+03   0.136639E+04   0.390830E+02   0.794690E+05   0.193864E+04
   0.164400E+03   0.136641E+04   0.390832E+02   0.794707E+05   0.193867E+04
   0.164500E+03   0.136644E+04   0.390847E+02   0.794723E+05   0.193868E+04
   0.164600E+03   0.136645E+04   0.390871E+02   0.794740E+05   0.193870E+04
   0.164700E+03   0.136647E+04   0.390890E+02   0.794756E+05   0.193873E+04
   0.164800E+03   0.136649E+04   0.390859E+02   0.794772E+05   0.193874E+04
   0.164900E+03   0.136651E+04   0.390869E+02   0.794788E+05   0.193876E+04
   0.165000E+03   0.136653E+04   0.390891E+02   0.794805E+05   0.193877E+04
   0.165100E+03   0.136655E+04   0.390901E+02   0.794821E+05   0.193878E+04
   0.165200E+03   0.136657E+04   0.390914E+02   0.794837E+05   0.193881E+04
   0.165300E+03   0.136659E+04   0.390918E+02   0.794853E+05   0.193881E+04
   0.165400E+03   0.136661E+04   0.390932E+02   0.794869E+05   0.193883E+04
   0.165500E+03   0.136663E+04   0.390958E+02   0.794885E+05   0.193885E+04
   0.165600E+03   0.136665E+04   0.390964E+02   0.794901E+05   0.193888E+04
   0.165700E+03   0.136667E+04   0.390954E+02   0.794916E+05   0.193890E+04
   0.165800E+03   0.136669E+04   0.390966E+02   0.794932E+05   0.193891E+04
   0.165900E+03   0.136671E+04   0.390968E+02   0.794948E+05   0.193891E+04
   0.166000E+03   0.136672E+04   0.390974E+02   0.794963E+05   0.193896E+04
   0.166100E+03   0.136674E+04   0.390982E+02   0.794979E+05   0.193896E+04
   0.166200E+03   0.136676E+04   0.391013E+02   0.794995E+05   0.193898E+04
   0.166300E+03   0.136678E+04   0.391019E+02   0.795010E+05   0.193899E+04
   0.166400E+03   0.136680E+04   0.391025E+02   0.795025E+05   0.193900E+04
   0.166500E+03   0.136682E+04   0.391038E+02   0.795041E+05   0.193902E+04
   0.166600E+03   0.136684E+04   0.391040E+02   0.795056E+05   0.193905E+04
   0.166700E+03   0.136686E+04   0.391046E+02   0.795071E+05   0.193906E+04
   0.166800E+03   0.136688E+04   0.391054E+02   0.795086E+05   0.193907E+04
   0.166900E+03   0.136689E+04   0.391061E+02   0.795102E+05   0.193909E+04
   0.167000E+03   0.136691E+04   0.391063E+02   0.795117E+05   0.193910E+04
   0.167100E+03   0.136693E+04   0.391069E+02   0.795132E+05   0.193912E+04
   0.167200E+03   0.136695E+04   0.391099E+02   0.795147E+05   0.193914E+04
   0.167300E+03   0.136697E+04   0.391101E+02   0.795162E+05   0.193916E+04
   0.167400E+03   0.136698E+04   0.391108E+02   0.795177E+05   0.193918E+04
   0.167500E+03   0.136700E+04   0.391110E+02   0.795191E+05   0.193920E+04
   0.167600E+03   0.136702E+04   0.391139E+02   0.795206E+05   0.193922E+04
   0.167700E+03   0.136704E+04   0.391146E+02   0.795220E+05   0.193925E+04
   0.167800E+03   0.136706E+04   0.391141E+02   0.795235E+05   0.193924E+04
   0.167900E+03   0.136707E+04   0.391147E+02   0.795250E+05   0.193927E+04
   0.168000E+03   0.136709E+04   0.391160E+02   0.795264E+05   0.193929E+04
   0.168100E+03   0.136711E+04   0.391179E+02   0.795279E+05   0.193930E+04
   0.168200E+03   0.136713E+04   0.391181E+02   0.795294E+05   0.193930E+04
   0.168300E+03   0.136714E+04   0.391184E+02   0.795308E+05   0.193934E+04
   0.168400E+03   0.136716E+04   0.391184E+02   0.795322E+05   0.193933E+04
   0.168500E+03   0.136718E+04   0.391190E+02   0.795337E+05   0.193939E+04
   0.168600E+03   0.136720E+04   0.391205E+02   0.795351E+05   0.193940E+04
   0.168700E+03   0.136721E+04   0.391224E+02   0.795365E+05   0.193940E+04
   0.168800E+03   0.136723E+04   0.391231E+02   0.795379E+05   0.193942E+04
   0.168900E+03   0.136725E+04   0.391222E+02   0.795393E+05   0.193945E+04
   0.169000E+03   0.136727E+04   0.391242E+02   0.795407E+05   0.193944E+04
   0.169100E+03   0.136728E+04   0.391249E+02   0.795421E+05   0.193946E+04
   0.169200E+03   0.136730E+04   0.391273E+02   0.795435E+05   0.193949E+04
   0.169300E+03   0.136732E+04   0.391271E+02   0.795449E+05   0.193951E+04
   0.169400E+03   0.136733E+04   0.391286E+02   0.795462E+05   0.193952E+04
   0.169500E+03   0.136735E+04   0.391284E+02   0.795476E+05   0.193954E+04
   0.169600E+03   0.136737E+04   0.391319E+02   0.795490E+05   0.193956E+04
   0.169700E+03   0.136738E+04   0.391304E+02   0.795504E+05   0.193958E+04
   0.169800E+03   0.136740E+04   0.391311E+02   0.795517E+05   0.193960E+04
   0.169900E+03   0.136742E+04   0.391313E+02   0.795531E+05   0.193959E+04
   0.170000E+03   0.136743E+04   0.391333E+02   0.795545E+05   0.193962E+04
   0.170100E+03   0.136745E+04   0.391324E+02   0.795558E+05   0.193963E+04
   0.170200E+03   0.136746E+04   0.391343E+02   0.795572E+05   0.193968E+04
   0.170300E+03   0.136748E+04   0.391355E+02   0.795585E+05   0.193968E+04
   0.170400E+03   0.136750E+04   0.391354E+02   0.795598E+05   0.193970E+04
   0.170500E+03   0.136751E+04   0.391361E+02   0.795612E+05   0.193969E+04
   0.170600E+03   0.136753E+04   0.391372E+02   0.795625E+05   0.193974E+04
   0.170700E+03   0.136755E+04   0.391396E+02   0.795638E+05   0.193975E+04
   0.170800E+03   0.136756E+04   0.391403E+02   0.795651E+05   0.193978E+04
   0.170900E+03   0.136758E+04   0.391384E+02   0.795664E+05   0.193978E+04
   0.171000E+03   0.136759E+04   0.391405E+02   0.795678E+05   0.193980E+04
   0.171100E+03   0.136761E+04   0.391412E+02   0.795691E+05   0.193980E+04
   0.171200E+03   0.136763E+04   0.391418E+02   0.795704E+05   0.193982E+04
   0.171300E+03   0.136764E+04   0.391450E+02   0.795716E+05   0.193985E+04
   0.171400E+03   0.136766E+04   0.391434E+02   0.795729E+05   0.193984E+04
   0.171500E+03   0.136767E+04   0.391441E+02   0.795742E+05   0.193989E+04
   0.171600E+03   0.136769E+04   0.391465E+02   0.795755E+05   0.193989E+04
   0.171700E+03   0.136770E+04   0.391473E+02   0.795768E+05   0.193992E+04
   0.171800E+03   0.136772E+04   0.391462E+02   0.795780E+05   0.193992E+04
   0.171900E+03   0.136773E+04   0.391482E+02   0.795793E+05   0.193995E+04
   0.172000E+03   0.136775E+04   0.391490E+02   0.795806E+05   0.193996E+04
   0.172100E+03   0.136776E+04   0.391514E+02   0.795818E+05   0.193997E+04
   0.172200E+03   0.136778E+04   0.391503E+02   0.795831E+05   0.193998E+04
   0.172300E+03   0.136779E+04   0.391503E+02   0.795843E+05   0.194000E+04
   0.172400E+03   0.136781E+04   0.391527E+02   0.795856E+05   0.194003E+04
   0.172500E+03   0.136783E+04   0.391534E+02   0.795868E+05   0.194005E+04
   0.172600E+03   0.136784E+04   0.391530E+02   0.795880E+05   0.194006E+04
   0.172700E+03   0.136786E+04   0.391536E+02   0.795893E+05   0.194008E+04
   0.172800E+03   0.136787E+04   0.391543E+02   0.795905E+05   0.194010E+04
   0.172900E+03   0.136788E+04   0.391551E+02   0.795917E+05   0.194010E+04
   0.173000E+03   0.136790E+04   0.391557E+02   0.795929E+05   0.194011E+04
   0.173100E+03   0.136791E+04   0.391578E+02   0.795941E+05   0.194014E+04
   0.173200E+03   0.136793E+04   0.391564E+02   0.795953E+05   0.194017E+04
   0.173300E+03   0.136794E+04   0.391588E+02   0.795966E+05   0.194019E+04
   0.173400E+03   0.136796E+04   0.391592E+02   0.795978E+05   0.194018E+04
   0.173500E+03   0.136797E+04   0.391598E+02   0.795989E+05   0.194022E+04
   0.173600E+03   0.136799E+04   0.391610E+02   0.796001E+05   0.194021E+04
   0.173700E+03   0.136800E+04   0.391622E+02   0.796013E+05   0.194027E+04
   0.173800E+03   0.136802E+04   0.391624E+02   0.796025E+05   0.194025E+04
   0.173900E+03   0.136803E+04   0.391620E+02   0.796037E+05   0.194028E+04
   0.174000E+03   0.136804E+04   0.391626E+02   0.796049E+05   0.194028E+04
   0.174100E+03   0.136806E+04   0.391646E+02   0.796060E+05   0.194032E+04
   0.174200E+03   0.136807E+04   0.391658E+02   0.796072E+05   0.194034E+04
   0.174300E+03   0.136809E+04   0.391653E+02   0.796084E+05   0.194034E+04
   0.174400E+03   0.136810E+04   0.391673E+02   0.796095E+05   0.194035E+04
   0.174500E+03   0.136811E+04   0.391685E+02   0.796107E+05   0.194039E+04
   0.174600E+03   0.136813E+04   0.391688E+02   0.796118E+05   0.194038E+04
   0.174700E+03   0.136814E+04   0.391705E+02   0.796129E+05   0.194041E+04
   0.174800E+03   0.136816E+04   0.391691E+02   0.796141E+05   0.194041E+04
   0.174900E+03   0.136817E+04   0.391727E+02   0.796152E+05   0.194044E+04
   0.175000E+03   0.136819E+04   0.391709E+02   0.796164E+05   0.194046E+04
   0.175100E+03   0.136820E+04   0.391733E+02   0.796175E+05   0.194047E+04
   0.175200E+03   0.136821E+04   0.391710E+02   0.796186E+05   0.194048E+04
   0.175300E+03   0.136822E+04   0.391742E+02   0.796197E+05   0.194050E+04
   0.175400E+03   0.136824E+04   0.391734E+02   0.796209E+05   0.194052E+04
   0.175500E+03   0.136825E+04   0.391742E+02   0.796220E+05   0.194054E+04
   0.175600E+03   0.136827E+04   0.391766E+02   0.796231E+05   0.194056E+04
   0.175700E+03   0.136828E+04   0.391757E+02   0.796242E+05   0.194056E+04
   0.175800E+03   0.136829E+04   0.391781E+02   0.796253E+05   0.194058E+04
   0.175900E+03   0.136831E+04   0.391772E+02   0.796264E+05   0.194060E+04
   0.176000E+03   0.136832E+04   0.391792E+02   0.796275E+05   0.194061E+04
   0.176100E+03   0.136833E+04   0.391796E+02   0.796286E+05   0.194063E+04
   0.176200E+03   0.136835E+04   0.391793E+02   0.796297E+05   0.194065E+04
   0.176300E+03   0.136836E+04   0.391805E+02   0.796307E+05   0.194066E+04
   0.176400E+03   0.136837E+04   0.391812E+02   0.796318E+05   0.194071E+04
   0.176500E+03   0.136839E+04   0.391812E+02   0.796329E+05   0.194070E+04
   0.176600E+03   0.136840E+04   0.391829E+02   0.796340E+05   0.194072E+04
   0.176700E+03   0.136841E+04   0.391826E+02   0.796350E+05   0.194074E+04
   0.176800E+03   0.136842E+04   0.391852E+02   0.796361E+05   0.194074E+04
   0.176900E+03   0.136844E+04   0.391850E+02   0.796371E+05   0.194076E+04
   0.177000E+03   0.136845E+04   0.391853E+02   0.796382E+05   0.194077E+04
   0.177100E+03   0.136846E+04   0.391868E+02   0.796393E+05   0.194079E+04
   0.177200E+03   0.136848E+04   0.391860E+02   0.796403E+05   0.194081E+04
   0.177300E+03   0.136849E+04   0.391872E+02   0.796413E+05   0.194083E+04
   0.177400E+03   0.136850E+04   0.391879E+02   0.796424E+05   0.194085E+04
   0.177500E+03   0.136851E+04   0.391887E+02   0.796434E+05   0.194086E+04
   0.177600E+03   0.136852E+04   0.391895E+02   0.796444E+05   0.194089E+04
   0.177700E+03   0.136854E+04   0.391905E+02   0.796455E+05   0.194089E+04
   0.177800E+03   0.136855E+04   0.391896E+02   0.796465E+05   0.194089E+04
   0.177900E+03   0.136856E+04   0.391924E+02   0.796475E+05   0.194091E+04
   0.178000E+03   0.136858E+04   0.391920E+02   0.796485E+05   0.194094E+04
   0.178100E+03   0.136859E+04   0.391929E+02   0.796495E+05   0.194094E+04
   0.178200E+03   0.136860E+04   0.391947E+02   0.796506E+05   0.194097E+04
   0.178300E+03   0.136861E+04   0.391938E+02   0.796516E+05   0.194099E+04
   0.178400E+03   0.136862E+04   0.391955E+02   0.796526E+05   0.194100E+04
   0.178500E+03   0.136864E+04   0.391957E+02   0.796536E+05   0.194101E+04
   0.178600E+03   0.136865E+04   0.391952E+02   0.796546E+05   0.194105E+04
   0.178700E+03   0.136866E+04   0.391983E+02   0.796556E+05   0.194104E+04
   0.178800E+03   0.136867E+04   0.391988E+02   0.796566E+05   0.194106E+04
   0.178900E+03   0.136868E+04   0.391966E+02   0.796576E+05   0.194107E+04
   0.179000E+03   0.136870E+04   0.391984E+02   0.796585E+05   0.194110E+04
   0.179100E+03   0.136871E+04   0.392011E+02   0.796595E+05   0.194111E+04
   0.179200E+03   0.136872E+04   0.392016E+02   0.796605E+05   0.194112E+04
   0.179300E+03   0.136873E+04   0.392001E+02   0.796615E+05   0.194115E+04
   0.179400E+03   0.136874E+04   0.392005E+02   0.796624E+05   0.194117E+04
   0.179500E+03   0.136876E+04   0.392025E+02   0.796634E+05   0.194118E+04
   0.179600E+03   0.136877E+04   0.392038E+02   0.796644E+05   0.194120E+04
   0.179700E+03   0.136878E+04   0.392032E+02   0.796653E+05   0.194120E+04
   0.179800E+03   0.136879E+04   0.392051E+02   0.796663E+05   0.194122E+04
   0.179900E+03   0.136880E+04   0.392047E+02   0.796672E+05   0.194123E+04
   0.180000E+03   0.136881E+04   0.392055E+02   0.796681E+05   0.194123E+04
   0.180100E+03   0.136883E+04   0.392067E+02   0.796691E+05   0.194126E+04
   0.180200E+03   0.136884E+04   0.392068E+02   0.796700E+05   0.194128E+04
   0.180300E+03   0.136885E+04   0.392069E+02   0.796710E+05   0.194130E+04
   0.180400E+03   0.136886E+04   0.392069E+02   0.796719E+05   0.194132E+04
   0.180500E+03   0.136887E+04   0.392098E+02   0.796729E+05   0.194131E+04
   0.180600E+03   0.136888E+04   0.392090E+02   0.796738E+05   0.194135E+04
   0.180700E+03   0.136889E+04   0.392078E+02   0.796747E+05   0.194135E+04
   0.180800E+03   0.136891E+04   0.392107E+02   0.796756E+05   0.194136E+04
   0.180900E+03   0.136892E+04   0.392120E+02   0.796766E+05   0.194139E+04
   0.181000E+03   0.136893E+04   0.392129E+02   0.796774E+05   0.194140E+04
   0.181100E+03   0.136894E+04   0.392117E+02   0.796784E+05   0.194142E+04
   0.181200E+03   0.136895E+04   0.392117E+02   0.796793E+05   0.194143E+04
   0.181300E+03   0.136896E+04   0.392137E+02   0.796802E+05   0.194145E+04
   0.181400E+03   0.136897E+04   0.392132E+02   0.796811E+05   0.194147E+04
   0.181500E+03   0.136898E+04   0.392169E+02   0.796820E+05   0.194147E+04
   0.181600E+03   0.136899E+04   0.392165E+02   0.796829E+05   0.194148E+04
   0.181700E+03   0.136900E+04   0.392163E+02   0.796838E+05   0.194152E+04
   0.181800E+03   0.136901E+04   0.392154E+02   0.796846E+05   0.194152E+04
   0.181900E+03   0.136903E+04   0.392154E+02   0.796855E+05   0.194153E+04
   0.182000E+03   0.136903E+04   0.392184E+02   0.796864E+05   0.194155E+04
   0.182100E+03   0.136905E+04   0.392181E+02   0.796873E+05   0.194155E+04
   0.182200E+03   0.136906E+04   0.392181E+02   0.796882E+05   0.194157E+04
   0.182300E+03   0.136907E+04   0.392201E+02   0.796891E+05   0.194159E+04
   0.182400E+03   0.136908E+04   0.392217E+02   0.796899E+05   0.194161E+04
   0.182500E+03   0.136909E+04   0.392217E+02   0.796908E+05   0.194161E+04
   0.182600E+03   0.136910E+04   0.392216E+02   0.796917E+05   0.194163E+04
   0.182700E+03   0.136911E+04   0.392218E+02   0.796925E+05   0.194164E+04
   0.182800E+03   0.136912E+04   0.392209E+02   0.796934E+05   0.194167E+04
   0.182900E+03   0.136913E+04   0.392239E+02   0.796942E+05   0.194168E+04
   0.183000E+03   0.136914E+04   0.392247E+02   0.796951E+05   0.194170E+04
   0.183100E+03   0.136915E+04   0.392242E+02   0.796959E+05   0.194171E+04
   0.183200E+03   0.136916E+04   0.392250E+02   0.796968E+05   0.194172E+04
   0.183300E+03   0.136917E+04   0.392262E+02   0.796976E+05   0.194175E+04
   0.183400E+03   0.136918E+04   0.392281E+02   0.796985E+05   0.194177E+04
   0.183500E+03   0.136919E+04   0.392272E+02   0.796993E+05   0.194177E+04
   0.183600E+03   0.136920E+04   0.392289E+02   0.797001E+05   0.194179E+04
   0.183700E+03   0.136921E+04   0.392270E+02   0.797009E+05   0.194178E+04
   0.183800E+03   0.136922E+04   0.392270E+02   0.797018E+05   0.194182E+04
   0.183900E+03   0.136923E+04   0.392287E+02   0.797026E+05   0.194182E+04
   0.184000E+03   0.136924E+04   0.392281E+02   0.797034E+05   0.194184E+04
   0.184100E+03   0.136925E+04   0.392303E+02   0.797042E+05   0.194187E+04
   0.184200E+03   0.136926E+04   0.392305E+02   0.797051E+05   0.194188E+04
   0.184300E+03   0.136927E+04   0.392314E+02   0.797059E+05   0.194188E+04
   0.184400E+03   0.136928E+04   0.392329E+02   0.797067E+05   0.194192E+04
   0.184500E+03   0.136929E+04   0.392319E+02   0.797075E+05   0.194191E+04
